TEAM_ID,TEAM_NAME,PLAYER,PLAYER_ID
1610612737,Atlanta Hawks,Jeff Teague,201952
1610612737,Atlanta Hawks,Austin Daye,201948
1610612737,Atlanta Hawks,Paul Millsap,200794
1610612737,Atlanta Hawks,DeMarre Carroll,201960
1610612737,Atlanta Hawks,Pero Antic,203544
1610612737,Atlanta Hawks,Elton Brand,1882
1610612737,Atlanta Hawks,Shelvin Mack,202714
1610612737,Atlanta Hawks,John Jenkins,203098
1610612737,Atlanta Hawks,Al Horford,201143
1610612737,Atlanta Hawks,Dennis Schröder,203471
1610612737,Atlanta Hawks,Kent Bazemore,203145
1610612737,Atlanta Hawks,Thabo Sefolosha,200757
1610612737,Atlanta Hawks,Kyle Korver,2594
1610612737,Atlanta Hawks,Mike Muscala,203488
1610612737,Atlanta Hawks,Mike Scott,203118
1610612738,Boston Celtics,Avery Bradley,202340
1610612738,Boston Celtics,Isaiah Thomas,202738
1610612738,Boston Celtics,Jared Sullinger,203096
1610612738,Boston Celtics,Jonas Jerebko,201973
1610612738,Boston Celtics,Evan Turner,202323
1610612738,Boston Celtics,James Young,203923
1610612738,Boston Celtics,Phil Pressey,203515
1610612738,Boston Celtics,Brandon Bass,101138
1610612738,Boston Celtics,Marcus Smart,203935
1610612738,Boston Celtics,Kelly Olynyk,203482
1610612738,Boston Celtics,Tyler Zeller,203092
1610612738,Boston Celtics,Gerald Wallace,2222
1610612738,Boston Celtics,Chris Babb,203569
1610612738,Boston Celtics,Gigi Datome,203540
1610612738,Boston Celtics,Jae Crowder,203109
1610612739,Cleveland Cavaliers,Kevin Love,201567
1610612739,Cleveland Cavaliers,James Jones,2592
1610612739,Cleveland Cavaliers,Kyrie Irving,202681
1610612739,Cleveland Cavaliers,Kendrick Perkins,2570
1610612739,Cleveland Cavaliers,Iman Shumpert,202697
1610612739,Cleveland Cavaliers,JR Smith,2747
1610612739,Cleveland Cavaliers,Matthew Dellavedova,203521
1610612739,Cleveland Cavaliers,Joe Harris,203925
1610612739,Cleveland Cavaliers,Tristan Thompson,202684
1610612739,Cleveland Cavaliers,Anderson Varejao,2760
1610612739,Cleveland Cavaliers,Mike Miller,2034
1610612739,Cleveland Cavaliers,Timofey Mozgov,202389
1610612739,Cleveland Cavaliers,LeBron James,2544
1610612739,Cleveland Cavaliers,Shawn Marion,1890
1610612739,Cleveland Cavaliers,Brendan Haywood,2217
1610612740,New Orleans Pelicans,Tyreke Evans,201936
1610612740,New Orleans Pelicans,Omer Asik,201600
1610612740,New Orleans Pelicans,Jeff Withey,203481
1610612740,New Orleans Pelicans,Luke Babbitt,202337
1610612740,New Orleans Pelicans,Eric Gordon,201569
1610612740,New Orleans Pelicans,Jrue Holiday,201950
1610612740,New Orleans Pelicans,Toney Douglas,201962
1610612740,New Orleans Pelicans,Quincy Pondexter,202347
1610612740,New Orleans Pelicans,Anthony Davis,203076
1610612740,New Orleans Pelicans,Norris Cole,202708
1610612740,New Orleans Pelicans,Jimmer Fredette,202690
1610612740,New Orleans Pelicans,Ryan Anderson,201583
1610612740,New Orleans Pelicans,Alexis Ajinca,201582
1610612740,New Orleans Pelicans,Dante Cunningham,201967
1610612741,Chicago Bulls,Aaron Brooks,201166
1610612741,Chicago Bulls,Derrick Rose,201565
1610612741,Chicago Bulls,Doug McDermott,203926
1610612741,Chicago Bulls,Kirk Hinrich,2550
1610612741,Chicago Bulls,Joakim Noah,201149
1610612741,Chicago Bulls,Pau Gasol,2200
1610612741,Chicago Bulls,Tony Snell,203503
1610612741,Chicago Bulls,Jimmy Butler III,202710
1610612741,Chicago Bulls,Taj Gibson,201959
1610612741,Chicago Bulls,Mike Dunleavy,2399
1610612741,Chicago Bulls,Cameron Bairstow,203946
1610612741,Chicago Bulls,Nikola Mirotic,202703
1610612741,Chicago Bulls,Nazr Mohammed,1737
1610612741,Chicago Bulls,E'Twaun Moore,202734
1610612742,Dallas Mavericks,Amar'e Stoudemire,2405
1610612742,Dallas Mavericks,Raymond Felton,101109
1610612742,Dallas Mavericks,Charlie Villanueva,101111
1610612742,Dallas Mavericks,Greg Smith,202962
1610612742,Dallas Mavericks,J.J. Barea,200826
1610612742,Dallas Mavericks,Tyson Chandler,2199
1610612742,Dallas Mavericks,Al-Farouq Aminu,202329
1610612742,Dallas Mavericks,Dwight Powell,203939
1610612742,Dallas Mavericks,Rajon Rondo,200765
1610612742,Dallas Mavericks,Monta Ellis,101145
1610612742,Dallas Mavericks,Devin Harris,2734
1610612742,Dallas Mavericks,Richard Jefferson,2210
1610612742,Dallas Mavericks,Chandler Parsons,202718
1610612742,Dallas Mavericks,Dirk Nowitzki,1717
1610612742,Dallas Mavericks,Bernard James,203108
1610612744,Golden State Warriors,Ognjen Kuzmic,203136
1610612744,Golden State Warriors,Brandon Rush,201575
1610612744,Golden State Warriors,Marreese Speights,201578
1610612744,Golden State Warriors,Justin Holiday,203200
1610612744,Golden State Warriors,Andre Iguodala,2738
1610612744,Golden State Warriors,David Lee,101135
1610612744,Golden State Warriors,Klay Thompson,202691
1610612744,Golden State Warriors,Andrew Bogut,101106
1610612744,Golden State Warriors,Leandro Barbosa,2571
1610612744,Golden State Warriors,James Michael McAdoo,203949
1610612744,Golden State Warriors,Draymond Green,203110
1610612744,Golden State Warriors,Stephen Curry,201939
1610612744,Golden State Warriors,Festus Ezeli,203105
1610612744,Golden State Warriors,Shaun Livingston,2733
1610612744,Golden State Warriors,Harrison Barnes,203084
1610612745,Houston Rockets,Trevor Ariza,2772
1610612745,Houston Rockets,Patrick Beverley,201976
1610612745,Houston Rockets,Nick Johnson,203910
1610612745,Houston Rockets,Josh Smith,2746
1610612745,Houston Rockets,Terrence Jones,203093
1610612745,Houston Rockets,Joey Dorsey,201595
1610612745,Houston Rockets,Pablo Prigioni,203143
1610612745,Houston Rockets,Dwight Howard,2730
1610612745,Houston Rockets,James Harden,201935
1610612745,Houston Rockets,Clint Capela,203991
1610612745,Houston Rockets,Kostas Papanikolaou,203123
1610612745,Houston Rockets,Donatas Motiejunas,202700
1610612745,Houston Rockets,Jason Terry,1891
1610612745,Houston Rockets,KJ McDaniels,203909
1610612745,Houston Rockets,Corey Brewer,201147
1610612746,Los Angeles Clippers,Glen Davis,201175
1610612746,Los Angeles Clippers,Jordan Hamilton,202706
1610612746,Los Angeles Clippers,Chris Paul,101108
1610612746,Los Angeles Clippers,JJ Redick,200755
1610612746,Los Angeles Clippers,DeAndre Jordan,201599
1610612746,Los Angeles Clippers,Spencer Hawes,201150
1610612746,Los Angeles Clippers,Jamal Crawford,2037
1610612746,Los Angeles Clippers,Ekpe Udoh,202327
1610612746,Los Angeles Clippers,Lester Hudson,201991
1610612746,Los Angeles Clippers,Hedo Turkoglu,2045
1610612746,Los Angeles Clippers,Matt Barnes,2440
1610612746,Los Angeles Clippers,Austin Rivers,203085
1610612746,Los Angeles Clippers,C.J. Wilcox,203912
1610612746,Los Angeles Clippers,Dahntay Jones,2563
1610612746,Los Angeles Clippers,Blake Griffin,201933
1610612749,Milwaukee Bucks,O.J. Mayo,201564
1610612749,Milwaukee Bucks,Johnny O'Bryant III,203948
1610612749,Milwaukee Bucks,Michael Carter-Williams,203487
1610612749,Milwaukee Bucks,Ersan Ilyasova,101141
1610612749,Milwaukee Bucks,Jared Dudley,201162
1610612749,Milwaukee Bucks,Tyler Ennis,203898
1610612749,Milwaukee Bucks,Jabari Parker,203953
1610612749,Milwaukee Bucks,Jorge Gutierrez,203268
1610612749,Milwaukee Bucks,Damien Inglis,203996
1610612749,Milwaukee Bucks,Jerryd Bayless,201573
1610612749,Milwaukee Bucks,Miles Plumlee,203101
1610612749,Milwaukee Bucks,Khris Middleton,203114
1610612749,Milwaukee Bucks,Zaza Pachulia,2585
1610612749,Milwaukee Bucks,John Henson,203089
1610612749,Milwaukee Bucks,Giannis Antetokounmpo,203507
1610612751,Brooklyn Nets,Jarrett Jack,101127
1610612751,Brooklyn Nets,Mason Plumlee,203486
1610612751,Brooklyn Nets,Alan Anderson,101187
1610612751,Brooklyn Nets,Joe Johnson,2207
1610612751,Brooklyn Nets,Deron Williams,101114
1610612751,Brooklyn Nets,Jerome Jordan,202366
1610612751,Brooklyn Nets,Sergey Karasev,203508
1610612751,Brooklyn Nets,Brook Lopez,201572
1610612751,Brooklyn Nets,Darius Morris,202721
1610612751,Brooklyn Nets,Cory Jefferson,203928
1610612751,Brooklyn Nets,Markel Brown,203900
1610612751,Brooklyn Nets,Thaddeus Young,201152
1610612751,Brooklyn Nets,Mirza Teletovic,203141
1610612751,Brooklyn Nets,Bojan Bogdanović,202711
1610612751,Brooklyn Nets,Earl Clark,201947
1610612757,Portland Trail Blazers,Damian Lillard,203081
1610612757,Portland Trail Blazers,Dorell Wright,2748
1610612757,Portland Trail Blazers,Wesley Matthews,202083
1610612757,Portland Trail Blazers,CJ McCollum,203468
1610612757,Portland Trail Blazers,Arron Afflalo,201167
1610612757,Portland Trail Blazers,Steve Blake,2581
1610612757,Portland Trail Blazers,Tim Frazier,204025
1610612757,Portland Trail Blazers,Meyers Leonard,203086
1610612757,Portland Trail Blazers,LaMarcus Aldridge,200746
1610612757,Portland Trail Blazers,Joel Freeland,200777
1610612757,Portland Trail Blazers,Allen Crabbe,203459
1610612757,Portland Trail Blazers,Alonzo Gee,202087
1610612757,Portland Trail Blazers,Chris Kaman,2549
1610612757,Portland Trail Blazers,Robin Lopez,201577
1610612757,Portland Trail Blazers,Nicolas Batum,201587
1610612759,San Antonio Spurs,Kyle Anderson,203937
1610612759,San Antonio Spurs,Kawhi Leonard,202695
1610612759,San Antonio Spurs,Marco Belinelli,201158
1610612759,San Antonio Spurs,Cory Joseph,202709
1610612759,San Antonio Spurs,Patty Mills,201988
1610612759,San Antonio Spurs,Tony Parker,2225
1610612759,San Antonio Spurs,Jeff Ayres,201965
1610612759,San Antonio Spurs,Danny Green,201980
1610612759,San Antonio Spurs,Matt Bonner,2588
1610612759,San Antonio Spurs,Aron Baynes,203382
1610612759,San Antonio Spurs,Manu Ginobili,1938
1610612759,San Antonio Spurs,Tim Duncan,1495
1610612759,San Antonio Spurs,Tiago Splitter,201168
1610612759,San Antonio Spurs,Boris Diaw,2564
1610612759,San Antonio Spurs,Reggie Williams,202130
1610612761,Toronto Raptors,Landry Fields,202361
1610612761,Toronto Raptors,James Johnson,201949
1610612761,Toronto Raptors,Bruno Caboclo,203998
1610612761,Toronto Raptors,Kyle Lowry,200768
1610612761,Toronto Raptors,DeMar DeRozan,201942
1610612761,Toronto Raptors,Amir Johnson,101161
1610612761,Toronto Raptors,Jonas Valančiūnas,202685
1610612761,Toronto Raptors,Greivis Vasquez,202349
1610612761,Toronto Raptors,Lou Williams,101150
1610612761,Toronto Raptors,Terrence Ross,203082
1610612761,Toronto Raptors,Greg Stiemsma,201880
1610612761,Toronto Raptors,Chuck Hayes,101236
1610612761,Toronto Raptors,Tyler Hansbrough,201946
1610612761,Toronto Raptors,Patrick Patterson,202335
1610612761,Toronto Raptors,Lucas Nogueira,203512
1610612763,Memphis Grizzlies,JaMychal Green,203210
1610612763,Memphis Grizzlies,Jarnell Stokes,203950
1610612763,Memphis Grizzlies,Russ Smith,203893
1610612763,Memphis Grizzlies,Jordan Adams,203919
1610612763,Memphis Grizzlies,Courtney Lee,201584
1610612763,Memphis Grizzlies,Tony Allen,2754
1610612763,Memphis Grizzlies,Mike Conley,201144
1610612763,Memphis Grizzlies,Nick Calathes,201979
1610612763,Memphis Grizzlies,Vince Carter,1713
1610612763,Memphis Grizzlies,Beno Udrih,2757
1610612763,Memphis Grizzlies,Jon Leuer,202720
1610612763,Memphis Grizzlies,Jeff Green,201145
1610612763,Memphis Grizzlies,Marc Gasol,201188
1610612763,Memphis Grizzlies,Kosta Koufos,201585
1610612763,Memphis Grizzlies,Zach Randolph,2216
1610612764,Washington Wizards,Will Bynum,101198
1610612764,Washington Wizards,John Wall,202322
1610612764,Washington Wizards,Bradley Beal,203078
1610612764,Washington Wizards,Marcin Gortat,101162
1610612764,Washington Wizards,Ramon Sessions,201196
1610612764,Washington Wizards,Rasual Butler,2446
1610612764,Washington Wizards,Martell Webster,101110
1610612764,Washington Wizards,Kevin Seraphin,202338
1610612764,Washington Wizards,Garrett Temple,202066
1610612764,Washington Wizards,Otto Porter Jr.,203490
1610612764,Washington Wizards,Paul Pierce,1718
1610612764,Washington Wizards,Nene,2403
1610612764,Washington Wizards,Kris Humphries,2743
1610612764,Washington Wizards,DeJuan Blair,201971
1610612764,Washington Wizards,Drew Gooden,2400
