TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,TEAM_ID
1610612737,2015,00,Jeff Teague,Jeff,jeff-teague,0,G,6-2,186,"JUN 10, 1988",28.0,6,Wake Forest,201952,,1610612737
1610612737,2015,00,Paul Millsap,Paul,paul-millsap,4,F,6-8,246,"FEB 10, 1985",31.0,9,Louisiana Tech,200794,,1610612737
1610612737,2015,00,Tim Hardaway Jr.,Tim,tim-hardaway-jr,10,G,6-6,205,"MAR 16, 1992",24.0,2,Michigan,203501,,1610612737
1610612737,2015,00,Tiago Splitter,Tiago,tiago-splitter,11,C-F,6-11,245,"JAN 01, 1985",31.0,5,Bilbao,201168,,1610612737
1610612737,2015,00,Kirk Hinrich,Kirk,kirk-hinrich,12,G,6-4,190,"JAN 02, 1981",35.0,12,Kansas,2550,,1610612737
1610612737,2015,00,Lamar Patterson,Lamar,lamar-patterson,13,G-F,6-5,225,"AUG 12, 1991",24.0,R,Pittsburgh,203934,,1610612737
1610612737,2015,00,Al Horford,Al,al-horford,15,C-F,6-10,245,"JUN 03, 1986",30.0,8,Florida,201143,,1610612737
1610612737,2015,00,Dennis Schröder,Dennis,dennis-schröder,17,G,6-1,172,"SEP 15, 1993",22.0,2,Braunschweig,203471,,1610612737
1610612737,2015,00,Edy Tavares,Edy,edy-tavares,22,C,7-3,260,"MAR 22, 1992",24.0,R,Gran Canaria,204002,,1610612737
1610612737,2015,00,Kent Bazemore,Kent,kent-bazemore,24,F-G,6-5,201,"JUL 01, 1989",26.0,3,Old Dominion,203145,,1610612737
1610612737,2015,00,Thabo Sefolosha,Thabo,thabo-sefolosha,25,F,6-7,220,"MAY 02, 1984",32.0,9,Angelico Biella,200757,,1610612737
